CardCode,CardType,GroupCode,CmpPrivate,Balance,ChecksBal,DNotesBal,OrdersBal,GroupNum,CreditLine,DebtLine,Discount,VatStatus,LicTradNum,DdctStatus,DdctPrcnt,ValidUntil,Chrctrstcs,ExMatchNum,InMatchNum,ListNum,DNoteBalFC,OrderBalFC,DNoteBalSy,OrderBalSy,Transfered,BalTrnsfrd,IntrstRate,Commission,CommGrCode,Free_Text,SlpCode,PrevYearAc,Currency,RateDifAct,BalanceSys,BalanceFC,Protected,AvrageLate,City,County,Country,MailCity,MailCounty,MailCountr,Picture,DflAccount,DflBranch,BankCode,AddID,Pager,FatherCard,CardFName,FatherType,QryGroup1,QryGroup2,QryGroup3,QryGroup4,QryGroup5,QryGroup6,QryGroup7,QryGroup8,QryGroup9,QryGroup10,QryGroup11,QryGroup12,QryGroup13,QryGroup14,QryGroup15,QryGroup16,QryGroup17,QryGroup18,QryGroup19,QryGroup20,QryGroup21,QryGroup22,QryGroup23,QryGroup24,QryGroup25,QryGroup26,QryGroup27,QryGroup28,QryGroup29,QryGroup30,QryGroup31,QryGroup32,QryGroup33,QryGroup34,QryGroup35,QryGroup36,QryGroup37,QryGroup38,QryGroup39,QryGroup40,QryGroup41,QryGroup42,QryGroup43,QryGroup44,QryGroup45,QryGroup46,QryGroup47,QryGroup48,QryGroup49,QryGroup50,QryGroup51,QryGroup52,QryGroup53,QryGroup54,QryGroup55,QryGroup56,QryGroup57,QryGroup58,QryGroup59,QryGroup60,QryGroup61,QryGroup62,QryGroup63,QryGroup64,DdctOffice,CreateDate,UpdateDate,ExportCode,DscntObjct,DscntRel,SPGCounter,SPPCounter,DdctFileNo,SCNCounter,MinIntrst,DataSource,OprCount,ExemptNo,Priority,CreditCard,CrCardNum,CardValid,UserSign,LocMth,validFor,validFrom,validTo,frozenFor,frozenFrom,frozenTo,sEmployed,MTHCounter,BNKCounter,DdgKey,DdtKey,ValidComm,FrozenComm,chainStore,DiscInRet,State1,State2,VatGroup,LogInstanc,ObjType,Indicator,ShipType,DebPayAcct,ShipToDef,Block,MailBlock,Password,ECVatGroup,Deleted,IBAN,DocEntry,FormCode,Box1099,PymCode,BackOrder,PartDelivr,DunnLevel,DunnDate,BlockDunn,BankCountr,CollecAuth,DME,InstrucKey,SinglePaym,ISRBillId,PaymBlock,RefDetails,HouseBank,OwnerIdNum,PyBlckDesc,HousBnkCry,HousBnkAct,HousBnkBrn,ProjectCod,SysMatchNo,VatIdUnCmp,AgentCode,TolrncDays,SelfInvoic,DeferrTax,LetterNum,MaxAmount,FromDate,ToDate,WTLiable,CrtfcateNO,ExpireDate,NINum,AccCritria,WTCode,Equ,HldCode,ConnBP,MltMthNum,TypWTReprt,VATRegNum,RepName,Industry,Business,WTTaxCat,IsDomestic,IsResident,AutoCalBCG,OtrCtlAcct,AliasName,Building,MailBuildi,BoEPrsnt,BoEDiscnt,BoEOnClct,UnpaidBoE,ITWTCode,DunTerm,ChannlBP,DfTcnician,Territory,BillToDef,DpmClear,IntrntSite,LangCode,HousActKey,Profession,CDPNum,DflBankKey,BCACode,UseShpdGd,RegNum,VerifNum,BankCtlKey,HousCtlKey,AddrType,InsurOp347,MailAddrTy,StreetNo,MailStrNo,TaxRndRule,VendTID,ThreshOver,SurOver,VendorOcup,OpCode347,DpmIntAct,ResidenNum,UserSign2,PlngGroup,VatIDNum,Affiliate,MivzExpSts,HierchDdct,CertWHT,CertBKeep,WHShaamGrp,IndustryC,DatevAcct,DatevFirst,GTSRegNum,GTSBankAct,GTSBilAddr,HsBnkSwift,HsBnkIBAN,DflSwift,AutoPost,IntrAcc,FeeAcc,CpnNo,NTSWebSite,DflIBAN,Series,Number,EDocExpFrm,TaxIdIdent,Attachment,AtcEntry,DiscRel,NoDiscount,SCAdjust,DflAgrmnt,GlblLocNum,SenderID,RcpntID,MainUsage,SefazCheck,free312,free313,DateFrom,DateTill,RelCode,OKATO,OKTMO,KBKCode,TypeOfOp,OwnerCode,MandateID,SignDate,Remark1,ConCerti,TpCusPres,RoleTypCod,BlockComm,EmplymntCt,ExcptnlEvt,ExpnPrfFnd,EdrsFromBP,EdrsToBP,CreateTS,UpdateTS,EDocGenTyp,eStreet,eStreetNum,eBuildnNum,eZipCode,eCityTown,eCountry,eDistrict,RepFName,RepSName,RepCmpName,RepFisCode,RepAddID,PECAddr,IPACodePA,PriceMode,EffecPrice,TxExMxVdTp,MerchantID,UseBilAddr,NaturalPer,DPPStatus,EnAddID,EncryptIV,EnDflAccnt,EnDflIBAN,EnERD4In,EnERD4Out,DflCustomr,TspEntry,TspLine,FCERelevnt,U_FOB,U_DfltPrty,U_DelTimeSlot,U_ILeadTime,U_RLeadTime,U_BOY_TB_0,
V00172,S,101,C,0,0,0,0,13,5000,5000,0,Y,,N,0,,,,,2,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,ANAHEIM,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,,,0,2,,,200400,,,,,,N,,401,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,Bill-92806,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,172,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,130825,105327,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
C00580,C,100,C,0,-3343.69,0,0,1,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,WEST MILFORD,,US,WEST MILFORD,,US,,,,-1,,,,,P,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,28,Y,Y,,,N,,,N,,,-1,-1,,,N,N,NJ,NJ,,0,2,,1,120000,SHIP 07480,,,,,N,,3097,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 07480,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,73,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,71,580,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,165249,145750,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
V00040,S,101,C,0,0,0,0,13,5000,5000,0,Y,,N,0,,,,,2,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,CLARKSTON,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,MI,,,0,2,,,200400,,,,,,N,,269,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,Bill-48346,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,40,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,130810,105259,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
C00504,C,103,C,0,0,0,0,1,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,LAKE ELSINORE,,US,LAKE ELSINORE,,US,,,,-1,,,,,P,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,34,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,CA,,0,2,,,120000,SHIP,,,,,N,,2872,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,71,504,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,123339,103122,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
V00017,S,101,C,0,0,0,0,13,5000,5000,0,Y,,N,0,,,,,2,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,LOS ANGELES,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,,,0,2,,,200400,,,,,,N,,246,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,Bill-90096-8000,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,32,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,17,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,130808,112624,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
C00013,C,100,C,1585.27,-37315.45,0,0,13,2500,2500,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,1585.27,0,N,,GLENDALE,,US,GLENDALE,,US,,,,-1,,,,,P,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,AZ,AZ,,0,2,,1,120000,SHIP 85306,,,,,N,,2052,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 85306,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,63,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,13,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225242,151047,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
C00556,C,103,C,0,-662.4,0,0,1,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,High Point,,US,High Point,,US,,,,-1,,,,,P,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,28,Y,Y,,,N,,,N,,,-1,-1,,,N,N,NC,NC,,0,2,,15,120000,SHIP 27260,,,,,N,,3025,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 27260,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,28,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,71,556,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,104406,120743,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
V00229,S,110,C,49514.5,0,0,0,13,0,0,0,Y,,N,0,,,,,2,0,0,0,0,N,N,0,0,0,,-1,N,USD,,49514.5,0,N,,SHANGHAI,SHANGHAI,CN,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,,,,0,2,,,200500,,,,,,N,,2441,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,PayTo,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,1,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,229,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,193720,105339,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
C00129,C,100,C,0,-418636,0,0,18,2500,2500,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,Hatfield,,US,QUAKERTOWN,,US,,,,-1,,,,,P,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,31,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,PA,PA,,0,2,,1,120000,SHIP 18951,,,,,N,,2168,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 19440,207120,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,62,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,129,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225255,115620,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
C00261,C,100,C,0,-4908.39,0,0,13,25000,25000,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,Norristown,,US,Norristown,,US,,,,-1,,,,,P,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,2,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,PA,PA,,0,2,,,120000,SHIP 19403-3682,,,,,N,,2300,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 19403-3682,207120,email statement at the end of each month,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,59,,,N,B,N,N,N,1,,,Y,,,,,,,N,,,,,,71,261,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,225310,104359,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
V00263,S,101,C,998.35,0,0,0,1,5000,5000,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,11,N,##,,998.35,-4300,N,,LONDON,,IO,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,32,Y,Y,,,N,,,N,,,-1,-1,,,N,N,,,,0,2,,,200500,,,,,,N,,2612,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL TO,120600,aathornton.com,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,59,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,263,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,180246,180016,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
C00689,C,112,C,7423.2,0,0,0,22,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,7423.2,0,N,,LONDON,,GB,BRAMLEY ROTHERHAM,,GB,,,,-1,,,,CADFINDER.COM,P,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,28,Y,Y,,,N,,,N,,,-1,-1,,,N,N,,,,0,2,,11,120100,S66 8RY,,,,,N,,3627,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,W1G 7JT,207120,www.cadfinder.com,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,28,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,71,689,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,182519,183127,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
C00599,C,105,C,4626.57,0,0,1378.11,1,0,0,0,Y,,N,0,,,,,1,0,0,0,1378.11,N,N,0,0,0,,-1,N,USD,,4626.57,0,N,,LAS VEGAS,,US,EASTON,,US,,,,-1,209-275584,,,,P,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,28,Y,Y,,,N,,,N,,,-1,-1,,,N,N,NV,PA,,0,2,,1,120000,SHIP 18040,,,,,N,,3150,,,,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL 89113,207120,matt@cad-ray.com,3,1,,,,,N,,,,,,N,,,,D,,N,N,,B,,1,80,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,71,599,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,112027,104315,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
V00299,S,101,C,0,0,0,0,9,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,-1,N,USD,,0,0,N,,DETROIT,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,,,-1,L,0,0,,,0,I,0,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,30,Y,Y,,,N,,,N,,,-1,-1,,,N,N,MI,,,0,2,,,200400,,,,,,N,,2797,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL TO,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,299,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,122033,162145,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
V00369,S,110,C,0,0,0,0,9,0,0,0,Y,,N,0,,,,,1,0,0,0,0,N,N,0,0,0,,11,N,USD,,0,0,N,,LOS ANGELES,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,32,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CA,,,0,2,,,200400,,,,,,N,,3078,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,BILL TO,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,59,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,369,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,140559,145232,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
V00193,S,101,C,0,0,0,-5715.6,13,5000,5000,0,Y,,N,0,,,,,2,0,0,0,-5715.6,N,N,0,0,0,,-1,N,USD,,0,0,N,,Albuquerque,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,00:00.0,,-1,L,0,0,,,0,O,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,21,Y,Y,,,N,,,N,,,-1,-1,,,N,N,NM,,,0,2,,,200400,,,,,,N,,422,,,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,N,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,Bill-37604,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,59,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,193,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,130827,132346,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,BREA,0,,,,N,
V00511,S,101,C,0,0,0,0,-1,,,,Y,,N,0,,,,,1,0,0,0,0,N,N,,0,0,,-1,N,USD,,0,0,N,,Parker,,US,,,,,,,-1,,,,,P,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,00:00.0,,,-1,L,0,0,,,0,I,,,-1,-1,/aJkEu9+xYoUrzxQe1zMCw==,,63,Y,Y,,,N,,,N,,,-1,-1,,,N,N,CO,,,0,2,,,200400,,,,,,N,,3621,1,7,OUT-CHECK,Y,Y,,,N,,N,,,N,,N,,CBBKUS6L,,-1,US,104000716,,,-1,,,,,N,,0,,,,,,,N,,N,,,,C,,,,,,Y,Y,N,,,,,,,,,,,,,,Main,120600,,3,1,,,,,N,,,,,,N,,,,D,,N,N,,A,,1,,,,N,B,N,N,N,1,,,Y,,,,,,,,,,,,,70,511,,3,,,L,N,N,,,,,,N,,,,,,,,,,,,,,,9,,N,,,0,Y,N,93351,,,,,,,,,,,,,,,,,,D,I,,N,N,N,,,,,Y,Y,N,,,N,Brea,0,,,,N,
